method,metric,value
DSDV,delay_ms,4.958558949774496
DSDV,delay_ms,9.764138500317141
DSDV,delay_ms,4.555522690076639
DSDV,delay_ms,5.073393502999718
DSDV,delay_ms,25.31264087852241
DSDV,delay_ms,9.760181743191014
DSDV,delay_ms,51.61368203167019
DSDV,delay_ms,31.430919887092298
DSDV,delay_ms,4.669531964633321
DSDV,delay_ms,9.763412196483799
DSDV,delay_ms,21.81475290567664
DSDV,delay_ms,17.292843048505958
DSDV,delay_ms,25.931453439065038
DSDV,delay_ms,4.8695889325848984
DSDV,delay_ms,13.411362917387804
DSDV,delay_ms,13.059118571179635
DSDV,delay_ms,11.653302566159313
DSDV,delay_ms,4.556277512859696
DSDV,delay_ms,23.41177036415993
DSDV,throughput_mbps,2.3016
DSDV,throughput_mbps,1.6439999999999995
DSDV,throughput_mbps,1.9727999999999997
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,5.4251999999999985
DSDV,throughput_mbps,7.726799999999998
DSDV,throughput_mbps,5.589599999999999
DSDV,throughput_mbps,5.4251999999999985
DSDV,throughput_mbps,7.726799999999998
DSDV,throughput_mbps,6.411599999999999
DSDV,throughput_mbps,2.1372
DSDV,throughput_mbps,7.726799999999998
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,6.904799999999999
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,6.576
DSDV,throughput_mbps,6.740399999999999
DSDV,throughput_mbps,5.918399999999999
DSDV,throughput_mbps,1.4796000000000002
DSDV,throughput_mbps,6.904799999999999
DSDV,throughput_mbps,7.233599999999999
DSDV,throughput_mbps,1.4796000000000002
DSDV,throughput_mbps,1.1508
DSDV,throughput_mbps,5.4251999999999985
DSDV,throughput_mbps,7.233599999999999
DSDV,throughput_mbps,1.1508
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,1.8083999999999996
DSDV,throughput_mbps,5.918399999999999
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,0.9863999999999998
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,6.411599999999999
DSDV,throughput_mbps,1.1508
DSDV,throughput_mbps,1.8083999999999996
DSDV,throughput_mbps,2.3016
DSDV,throughput_mbps,1.8083999999999996
DSDV,throughput_mbps,6.247199999999999
DSDV,throughput_mbps,6.904799999999999
DSDV,throughput_mbps,2.466
DSDV,throughput_mbps,0.9863999999999998
DSDV,throughput_mbps,2.466
DSDV,throughput_mbps,5.589599999999999
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,7.233599999999999
DSDV,throughput_mbps,2.3016
DSDV,throughput_mbps,1.8083999999999996
DSDV,throughput_mbps,6.740399999999999
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,2.1372
DSDV,throughput_mbps,1.6439999999999995
DSDV,throughput_mbps,1.4796000000000002
DSDV,throughput_mbps,6.904799999999999
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,6.247199999999999
DSDV,throughput_mbps,5.4251999999999985
DSDV,throughput_mbps,7.069199999999999
DSDV,throughput_mbps,1.4796000000000002
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,6.247199999999999
DSDV,throughput_mbps,6.082799999999999
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,2.3016
DSDV,throughput_mbps,6.247199999999999
DSDV,throughput_mbps,5.589599999999999
DSDV,throughput_mbps,6.247199999999999
DSDV,throughput_mbps,2.1372
DSDV,throughput_mbps,7.233599999999999
DSDV,throughput_mbps,2.3016
DSDV,throughput_mbps,1.3152000000000001
DSDV,throughput_mbps,6.411599999999999
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,1.9727999999999997
DSDV,throughput_mbps,5.753999999999999
DSDV,throughput_mbps,7.069199999999999
DSDV,throughput_mbps,6.082799999999999
DSDV,throughput_mbps,2.466
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,1.1508
DSDV,throughput_mbps,6.740399999999999
DSDV,throughput_mbps,5.4251999999999985
DSDV,throughput_mbps,1.1508
DSDV,throughput_mbps,6.904799999999999
DSDV,throughput_mbps,5.4251999999999985
DSDV,throughput_mbps,6.411599999999999
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,1.4796000000000002
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,6.740399999999999
DSDV,throughput_mbps,1.3152000000000001
DSDV,throughput_mbps,2.1372
DSDV,throughput_mbps,0.9863999999999998
DSDV,throughput_mbps,6.082799999999999
DSDV,throughput_mbps,6.247199999999999
DSDV,throughput_mbps,5.589599999999999
DSDV,throughput_mbps,6.411599999999999
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,5.753999999999999
DSDV,throughput_mbps,5.918399999999999
DSDV,throughput_mbps,1.9727999999999997
DSDV,throughput_mbps,1.4796000000000002
DSDV,throughput_mbps,1.3152000000000001
DSDV,throughput_mbps,0.8219999999999997
DSDV,throughput_mbps,6.740399999999999
DSDV,throughput_mbps,6.247199999999999
DSDV,throughput_mbps,1.6439999999999995
DSDV,throughput_mbps,7.069199999999999
